Date,Close,High,Low,Open,Volume,Symbol
2024-07-17,228.1133270263672,230.68468664215072,225.88082486496336,228.68140979310064,57345900,AAPL
2024-07-18,223.42906188964844,229.66810263837593,221.52547133243425,229.50863493701104,66034600,AAPL
2024-07-19,223.5586395263672,226.04030439428965,222.53209087352224,224.06694094221692,49151500,AAPL
2024-07-22,223.20982360839844,227.01702011468987,222.34272744507626,226.24959507146193,48201800,AAPL
2024-07-23,224.25628662109375,226.17982967750157,221.93408951337017,223.61843101438217,39960300,AAPL
2024-07-24,217.8079376220703,224.04697788212746,216.40267233593048,223.24965464543004,61777600,AAPL
2024-07-25,216.76148986816406,220.11023564894725,213.9010930254534,218.19665359620475,51391200,AAPL
2024-07-26,217.2299041748047,218.75477790382115,215.2864239407029,217.96741565742542,41601300,AAPL
2024-07-29,217.50897216796875,218.5654190781,215.0273073866339,216.23326096996,36311800,AAPL
2024-07-30,218.06710815429688,219.5919820328496,215.39607720378967,218.45580119769897,41643800,AAPL
2024-07-31,221.3361053466797,223.07028238181744,219.89096542123676,220.6982497488722,50036300,AAPL
2024-08-01,217.62855529785156,223.72805013234773,216.29304757526307,223.618417993468,62501000,AAPL
2024-08-02,219.12355041503906,224.84432899946665,216.98075820790513,218.41592196270943,105568600,AAPL
2024-08-05,208.56903076171875,212.7848576409039,195.3434758670593,198.423121913284,119548600,AAPL
2024-08-06,206.5358428955078,209.28660752946874,200.39648844230862,204.61231506511243,69660500,AAPL
2024-08-07,209.11717224121094,212.92436846093156,205.69865382063958,206.20693999643444,63516400,AAPL
2024-08-08,212.59547424316406,213.4824924067945,208.13048513245963,212.39614722358988,47161100,AAPL
2024-08-09,215.51568603515625,216.05387055494424,211.259984607228,211.38955402452135,42201600,AAPL
2024-08-12,217.0522918701172,219.02793942662467,215.12653755613,215.59550663031672,38028100,AAPL
2024-08-13,220.78408813476562,221.4027217224782,218.52904142421028,218.52904142421028,44155300,AAPL
2024-08-14,221.23309326171875,222.54021400164925,219.21752501736546,220.08562480803565,41960600,AAPL
2024-08-15,224.22650146484375,224.8551228159093,222.27079905335071,224.10676986474735,46414000,AAPL
2024-08-16,225.5535888671875,226.33187474025672,223.15885022096822,223.42826155403992,44340200,AAPL
2024-08-19,225.3939208984375,225.49370737790127,222.55017371179113,225.22429606357244,40687800,AAPL
2024-08-20,226.0125732421875,226.6711275207631,224.95490346311303,225.27420804373648,30299000,AAPL
2024-08-21,225.90281677246094,227.47934890039068,224.55579052395228,226.0225636042008,34765500,AAPL
2024-08-22,224.0369110107422,227.8385414771675,223.4082896744648,227.28974628083643,43695300,AAPL
2024-08-23,226.3418426513672,227.7188169640382,223.83736023691762,225.16444130741013,38677300,AAPL
2024-08-26,226.68109130859375,226.7808777924977,223.39832305195915,226.2620154817008,30602200,AAPL
2024-08-27,227.52923583984375,228.34744239539063,224.39613201364162,225.50369501854036,35934600,AAPL
2024-08-28,225.99261474609375,229.35520907583674,225.18438078371824,227.4194670399241,38052200,AAPL
2024-08-29,229.28536987304688,232.4085012026452,228.37737982242845,229.59470189609323,51906300,AAPL
2024-08-30,228.49710083007812,229.89402024722435,226.98043458769098,229.6844899472923,52990800,AAPL
2024-09-03,222.28079223632812,228.4971066385697,220.68429981162342,228.04809790202157,50190600,AAPL
2024-09-04,220.36500549316406,221.29295584608857,217.0023958735564,221.17322424578342,43840200,AAPL
2024-09-05,221.8916473388672,224.98483044961614,221.03353533260162,221.14329437614535,36615400,AAPL
2024-09-06,220.33506774902344,224.74535922490057,219.2873705935476,223.45818364879955,48423000,AAPL
2024-09-09,220.4248809814453,220.7840910234286,216.23410730849415,220.3350822772696,67180000,AAPL
2024-09-10,219.62661743164062,220.9936039050013,216.25403537150672,218.43922835246784,51591000,AAPL
2024-09-11,222.17103576660156,222.6000841658612,217.41150656335964,220.97367404683663,44587100,AAPL
2024-09-12,222.28079223632812,223.0590781064196,219.33727360197898,222.01138090428717,37498200,AAPL
2024-09-13,222.01136779785156,223.54797910505988,221.42266715079168,223.08899783711732,36766600,AAPL
2024-09-16,215.84495544433594,216.74297289953918,213.4502168549942,216.0644583037111,59357400,AAPL
2024-09-17,216.31390380859375,216.42366284814068,214.02893954474482,215.27619443719672,45519300,AAPL
2024-09-18,220.20535278320312,222.22092099435915,217.06226125375574,217.07224903728172,59894900,AAPL
2024-09-19,228.3673858642578,229.31531179988679,224.1367068474718,224.49591687958383,66781300,AAPL
2024-09-20,227.6988525390625,232.57811312113958,227.12012443578536,229.46496974860833,318679900,AAPL
2024-09-23,225.97265625,228.94610768522742,225.31410200503296,226.8407407931877,54146000,AAPL
2024-09-24,226.8706817626953,228.8463445678705,225.2342838755063,228.14786961487798,43556100,AAPL
2024-09-25,225.8728790283203,226.79085685048213,223.52804884217394,224.43603888049125,42308700,AAPL
2024-09-26,227.02035522460938,227.99819881641105,224.9149883158055,226.80083714120576,36636700,AAPL
2024-09-27,227.2897491455078,229.01596089620384,226.80083496693393,227.9582911728241,34026000,AAPL
2024-09-30,232.48831176757812,232.48831176757812,229.1456625683617,229.5348054854851,54541900,AAPL
2024-10-01,225.71322631835938,229.14565893600417,223.24864947388588,229.0159547825387,63285000,AAPL
2024-10-02,226.28196716308594,226.8706678098605,222.53022998119604,225.3939223013361,32880600,AAPL
2024-10-03,225.17440795898438,226.3119038145279,222.82957789090332,224.64557310138042,34044200,AAPL
2024-10-04,226.30194091796875,227.49930262356304,223.63780617480538,227.39951613756347,37245100,AAPL
2024-10-07,221.2031707763672,225.19438676879486,220.84396072803747,224.0069975750027,39505400,AAPL
2024-10-08,225.27420043945312,225.4837307412941,222.75973024040246,223.80742742544692,31855700,AAPL
2024-10-09,229.03591918945312,229.24546472466872,224.33627096325682,224.73538646570117,33591100,AAPL
2024-10-10,228.53700256347656,228.99599906464633,226.67111410985407,227.279775108536,28183500,AAPL
2024-10-11,227.05029296875,228.9062089337624,226.84074743911052,228.79644988971887,31759200,AAPL
2024-10-14,230.79205322265625,231.22110160659443,228.09798564307096,228.19775690140833,39882100,AAPL
2024-10-15,233.33645629882812,236.9684620133565,231.85969551276995,233.0969778733182,64751400,AAPL
2024-10-16,231.27099609375,231.61024577942743,229.33525401328018,231.09139869260778,34082200,AAPL
2024-10-17,231.6401824951172,233.3364614020046,230.0137723986246,232.9173703418766,32993800,AAPL
2024-10-18,234.4839324951172,235.66133386929857,233.4961010856326,235.66133386929857,46431500,AAPL
2024-10-21,235.96067810058594,236.32987592195377,233.9351372634737,233.9351372634737,36254500,AAPL
2024-10-22,235.342041015625,235.70125104779564,232.08920560922664,233.376366009758,38846600,AAPL
2024-10-23,230.25323486328125,234.62362105235994,227.25982300232985,233.56595129753524,52287000,AAPL
2024-10-24,230.06365966796875,230.31311065070702,227.90839952304313,229.4749437774939,31109500,AAPL
2024-10-25,230.9018096923828,232.7078323586645,229.0658541264054,229.23547896644118,38802300,AAPL
2024-10-28,232.88743591308594,234.21451699403664,232.03931169048735,232.80762499530724,36087100,AAPL
2024-10-29,233.15684509277344,233.815399347975,231.8098189074392,232.58810476348472,35417200,AAPL
2024-10-30,229.59469604492188,232.95729049985403,229.04590082483264,232.09917848988178,47070900,AAPL
2024-10-31,225.4138946533203,229.325284321648,224.8750719925984,228.83635490362704,64370100,AAPL
2024-11-01,222.4204864501953,224.8551305713263,219.78628458026085,220.48474431371312,65276700,AAPL
2024-11-04,221.52244567871094,222.3007315284092,219.2275088130919,220.5046966292777,44944500,AAPL
2024-11-05,222.95928955078125,223.45819152571042,220.65436486265338,221.31291912362707,28111300,AAPL
2024-11-06,222.23089599609375,225.5735453041769,220.7042571772517,222.12113695305962,54561100,AAPL
2024-11-07,226.98043823242188,227.37956894750107,224.0768403097807,224.13670611072257,42137700,AAPL
2024-11-08,226.7107391357422,228.4088689967903,226.16134014604208,226.92049995960826,38328800,AAPL
2024-11-11,223.98373413085938,225.45212091614073,221.25673663335022,224.7528927426808,42005600,AAPL
2024-11-12,223.98373413085938,225.34224111445195,223.11469448970428,224.30339000560164,40398300,AAPL
2024-11-13,224.8727569580078,226.4010754152989,222.5153482196322,223.76397540644066,48566200,AAPL
2024-11-14,227.9693603515625,228.61864039722624,224.7528954725484,224.77287777547028,44923900,AAPL
2024-11-15,224.7528839111328,226.67077335813082,224.023689933323,226.15134020310103,47923700,AAPL
2024-11-18,227.7695770263672,229.4876892234719,224.92270099550518,225.00261496304853,44686000,AAPL
2024-11-19,228.02928161621094,229.90722171238716,226.41106572007726,226.73070634208972,36211800,AAPL
2024-11-20,228.7484893798828,229.67746064503265,225.64190448211673,227.80951934283004,35169600,AAPL
2024-11-21,228.26902770996094,229.90722593821596,225.46211628612434,228.6286329426038,42108300,AAPL
2024-11-22,229.61753845214844,230.46661102927646,227.80952873867182,227.80952873867182,38168300,AAPL
2024-11-25,232.61424255371094,232.99383009111634,229.48769048234254,231.2058026888721,90152800,AAPL
2024-11-26,234.8018341064453,235.31128373473052,233.07373841155265,233.07373841155265,45986200,AAPL
2024-11-27,234.67198181152344,235.43115689965902,233.55321672420507,234.21249554010248,33498400,AAPL
2024-11-29,237.06935119628906,237.5488197625333,233.71304074851764,234.55211454995276,28481400,AAPL
2024-12-02,239.3268585205078,240.52553753151284,236.89953466637493,237.00941446483552,48137100,AAPL
2024-12-03,242.3834991455078,242.49337894569658,238.6376176509325,239.54662188503684,38861000,AAPL
2024-12-04,242.74310302734375,243.84190102311462,240.9850414761411,242.60325739533934,44383900,AAPL
2024-12-05,242.7730712890625,244.2714238935446,241.86408229295347,243.72204013219255,40033900,AAPL
2024-12-06,242.5732879638672,244.3613305629988,241.8141281502541,242.6432183998472,36870600,AAPL
2024-12-09,246.47900390625,246.96847124510987,241.48449521514058,241.56440918324205,44649200,AAPL
2024-12-10,247.4978790283203,247.93739821602466,245.0705399660552,246.61884065291167,36914800,AAPL
2024-12-11,246.2192840576172,250.52454792031958,245.98952569372008,247.68767076725757,45205800,AAPL
2024-12-12,247.68768310546875,248.46682524629017,245.41017310687806,246.61885092340057,32777500,AAPL
2024-12-13,247.85748291015625,249.01619729452798,245.96955931284188,247.54782582286595,33155300,AAPL
2024-12-16,250.7642822265625,251.10392039685559,247.3780059899919,247.71764416028498,51694800,AAPL
2024-12-17,253.20159912109375,253.5512208135588,249.50566587259755,249.80533943156328,51356400,AAPL
2024-12-18,247.77757263183594,254.0007260278641,247.46791553993853,251.88305927654196,56774100,AAPL
2024-12-19,249.51565551757812,251.72323503929724,246.81862390484895,247.22817727073837,60882300,AAPL
2024-12-20,254.21051025390625,254.71994465608725,245.42017186050566,247.76758181309805,147495300,AAPL
2024-12-23,254.98965454101562,255.36922684225433,253.17164603591402,254.49020366493687,40858800,AAPL
2024-12-24,257.91644287109375,257.92641115938613,255.0096198916901,255.2094124344067,23234700,AAPL
2024-12-26,258.7355041503906,259.81433504408284,257.34704665632455,257.90642916266114,27237100,AAPL
2024-12-27,255.30929565429688,258.41589596104086,252.78207543596488,257.54682582842287,42355300,AAPL
2024-12-30,251.9230194091797,253.22159473829512,250.47461491371794,251.95298524244893,35557500,AAPL
2024-12-31,250.1449737548828,253.00183336212825,249.15605553782555,252.16275955239965,39480700,AAPL
2025-01-02,243.5821990966797,248.826433311358,241.55442975303322,248.65660659999048,55740700,AAPL
2025-01-03,243.0927276611328,243.91181916074598,241.624340886356,243.0927276611328,40244100,AAPL
2025-01-06,244.73092651367188,247.05836939894766,242.93290033169586,244.04168187374515,45045600,AAPL
2025-01-07,241.94400024414062,245.28032844029428,241.08494412707995,242.71314361950866,40856000,AAPL
2025-01-08,242.43344116210938,243.44234164075266,239.78635773622742,241.65429905026372,37628900,AAPL
2025-01-10,236.58987426757812,239.8962364632009,232.74409661721964,239.7463920626497,61710900,AAPL
2025-01-13,234.14256286621094,234.41227060505477,229.46771001708314,233.27352322575203,49630700,AAPL
2025-01-14,233.02378845214844,235.8606656353981,232.21468051006943,234.49217517741417,39435300,AAPL
2025-01-15,237.60874938964844,238.6975638581554,234.17252500331003,234.38230107288462,39832000,AAPL
2025-01-16,228.00930786132812,237.74859991927732,227.7795647267042,237.089336348529,71759100,AAPL
2025-01-17,229.7274169921875,232.03487756376998,228.22906438809179,231.86506609768284,68488300,AAPL
2025-01-21,222.39547729492188,224.17352112887505,219.13906319002535,223.75398423747347,98070400,AAPL
2025-01-22,223.58416748046875,223.87384226456615,219.54859611049605,219.54859611049605,64126500,AAPL
2025-01-23,223.41436767578125,226.78066167492807,222.05586069453574,224.493183388126,60234800,AAPL
2025-01-24,222.5353240966797,225.38220009721186,221.16683361690275,224.53312753788666,54697900,AAPL
2025-01-27,229.6075439453125,231.89502211760887,223.73399710835045,223.77396171163917,94863400,AAPL
2025-01-28,237.99832153320312,239.9262098046868,230.55650666713984,230.59647127201654,75707600,AAPL
2025-01-29,239.0971221923828,239.5965730646729,233.75299176206667,233.86287156365174,45486100,AAPL
2025-01-30,237.3290557861328,240.52553823889048,236.94948349745044,238.40787147181928,55658300,AAPL
2025-01-31,235.74081420898438,246.91852728753366,233.18362815459494,246.91852728753366,101075100,AAPL
2025-02-03,227.75958251953125,231.5753945205246,225.45212191586603,229.73741895869952,73063300,AAPL
2025-02-04,232.54432678222656,232.87396618357337,226.40107197135944,227.00041910872287,45067300,AAPL
2025-02-05,232.21469116210938,232.4144684638066,228.0193068583431,228.27901582634638,39620300,AAPL
2025-02-06,232.9638671875,233.54323203112875,230.17692277145878,231.0359788855247,29925300,AAPL
2025-02-07,227.3800048828125,233.74300400322835,227.0104008794231,232.3445476829273,39707200,AAPL
2025-02-10,227.64999389648438,230.58999633789062,227.1999969482422,229.57000732421875,33115600,AAPL
2025-02-11,232.6199951171875,235.22999572753906,228.1300048828125,228.1999969482422,53718400,AAPL
2025-02-12,236.8699951171875,236.9600067138672,230.67999267578125,231.1999969482422,45243300,AAPL
2025-02-13,241.52999877929688,242.33999633789062,235.57000732421875,236.91000366210938,53614100,AAPL
2025-02-14,244.60000610351562,245.5500030517578,240.99000549316406,241.25,40896200,AAPL
2025-02-18,244.47000122070312,245.17999267578125,241.83999633789062,244.14999389648438,48822500,AAPL
2025-02-19,244.8699951171875,246.00999450683594,243.16000366210938,244.66000366210938,32204200,AAPL
2025-02-20,245.8300018310547,246.77999877929688,244.2899932861328,244.94000244140625,32316900,AAPL
2025-02-21,245.5500030517578,248.69000244140625,245.22000122070312,245.9499969482422,53197400,AAPL
2025-02-24,247.10000610351562,248.86000061035156,244.4199981689453,244.92999267578125,51326400,AAPL
2025-02-25,247.0399932861328,250.0,244.91000366210938,248.0,48013300,AAPL
2025-02-26,240.36000061035156,244.97999572753906,239.1300048828125,244.3300018310547,44433600,AAPL
2025-02-27,237.3000030517578,242.4600067138672,237.05999755859375,239.41000366210938,41153600,AAPL
2025-02-28,241.83999633789062,242.08999633789062,230.1999969482422,236.9499969482422,56833400,AAPL
2025-03-03,238.02999877929688,244.02999877929688,236.11000061035156,241.7899932861328,47184000,AAPL
2025-03-04,235.92999267578125,240.07000732421875,234.67999267578125,237.7100067138672,53798100,AAPL
2025-03-05,235.74000549316406,236.5500030517578,229.22999572753906,235.4199981689453,47227600,AAPL
2025-03-06,235.3300018310547,237.86000061035156,233.16000366210938,234.44000244140625,45170400,AAPL
2025-03-07,239.07000732421875,241.3699951171875,234.75999450683594,235.11000061035156,46273600,AAPL
2025-03-10,227.47999572753906,236.16000366210938,224.22000122070312,235.5399932861328,72071200,AAPL
2025-03-11,220.83999633789062,225.83999633789062,217.4499969482422,223.80999755859375,76137400,AAPL
2025-03-12,216.97999572753906,221.75,214.91000366210938,220.13999938964844,62547500,AAPL
2025-03-13,209.67999267578125,216.83999633789062,208.4199981689453,215.9499969482422,61368300,AAPL
2025-03-14,213.49000549316406,213.9499969482422,209.5800018310547,211.25,60107600,AAPL
2025-03-17,214.0,215.22000122070312,209.97000122070312,213.30999755859375,48073400,AAPL
2025-03-18,212.69000244140625,215.14999389648438,211.49000549316406,214.16000366210938,42432400,AAPL
2025-03-19,215.24000549316406,218.75999450683594,213.75,214.22000122070312,54385400,AAPL
2025-03-20,214.10000610351562,217.49000549316406,212.22000122070312,213.99000549316406,48862900,AAPL
2025-03-21,218.27000427246094,218.83999633789062,211.27999877929688,211.55999755859375,94127800,AAPL
2025-03-24,220.72999572753906,221.47999572753906,218.5800018310547,221.0,44299500,AAPL
2025-03-25,223.75,224.10000610351562,220.0800018310547,220.77000427246094,34493600,AAPL
